activationTime,arc_length,Points_0,Points_1,Points_2
0.0257194,0.01134249531628733,0.0106,0.00159,0.00329
0.0260959,0.011556504661877657,0.0108,0.0016200000000000001,0.0032199999999999998
0.0274491,0.011770514007467986,0.011000000000000001,0.0016500000000000002,0.0031499999999999996
0.0276658,0.011984523353058312,0.011200000000000002,0.0016800000000000003,0.0030799999999999994
0.0278848,0.012198532698648637,0.011399999999999999,0.00171,0.0030100000000000005
0.0292467,0.012412542044238964,0.0116,0.00174,0.0029400000000000008
0.0294608,0.012626551389829292,0.0118,0.0017699999999999999,0.00287
0.0308364,0.012840560735419618,0.012,0.0018,0.0028000000000000004
0.0312052,0.013054570081009945,0.0122,0.00183,0.00273
0.0314156,0.013268579426600273,0.0124,0.00186,0.00266
0.0327927,0.0134825887721906,0.0126,0.00189,0.0025900000000000003
0.0329993,0.013696598117780928,0.0128,0.00192,0.0025199999999999997
0.0332077,0.013910607463371255,0.013000000000000001,0.0019500000000000001,0.00245
0.0345904,0.014124616808961581,0.013200000000000002,0.00198,0.00238
0.0349602,0.01433862615455191,0.0134,0.00201,0.0023099999999999996
0.0351656,0.014552635500142236,0.013600000000000001,0.00204,0.00224
0.0365481,0.014766644845732561,0.0138,0.00207,0.00217
0.0367504,0.014980654191322888,0.013999999999999999,0.0021,0.0021000000000000003
0.0369543,0.015194663536913216,0.014199999999999999,0.00213,0.0020300000000000006
0.0383417,0.015408672882503542,0.0144,0.00216,0.00196
0.0385428,0.015622682228093869,0.0146,0.00219,0.0018900000000000002
0.0389076,0.015836691573684197,0.0148,0.00222,0.0018200000000000004
0.0402935,0.016050700919274526,0.015,0.0022500000000000003,0.0017499999999999998
0.0404924,0.01626471026486485,0.0152,0.00228,0.00168
0.0406927,0.01647871961045518,0.0154,0.00231,0.0016100000000000003
0.042083,0.016692728956045507,0.015600000000000001,0.00234,0.0015399999999999997
0.0422809,0.016906738301635832,0.0158,0.00237,0.00147
0.0436786,0.01712074764722616,0.016,0.0024000000000000002,0.0013999999999999993
0.0440169,0.01733475699281649,0.016200000000000003,0.0024300000000000003,0.0013299999999999996
0.044213,0.017548766338406813,0.016399999999999998,0.00246,0.0012600000000000007
0.0456084,0.017762775683997138,0.0166,0.00249,0.00119
0.0458025,0.017976785029587466,0.0168,0.00252,0.0011200000000000003
0.0459979,0.018190794375177795,0.017,0.00255,0.0010500000000000006
0.0473967,0.01840480372076812,0.0172,0.00258,0.00098
0.0477006,0.018618813066358448,0.0174,0.00261,0.0009100000000000002
0.0478944,0.018832822411948776,0.0176,0.00264,0.0008399999999999996
0.0492912,0.0190468317575391,0.0178,0.00267,0.0007699999999999999
0.0494834,0.01926084110312943,0.018000000000000002,0.0027,0.0007000000000000001
0.0496764,0.019474850448719758,0.0182,0.0027300000000000002,0.0006299999999999995
0.0510756,0.019688859794310083,0.0184,0.0027600000000000003,0.0005599999999999997
0.051266,0.01990286913990041,0.018600000000000002,0.0027900000000000004,0.00049
0.0515142,0.020116878485490736,0.0188,0.00282,0.00042000000000000023
0.0528974,0.020330887831081064,0.019,0.00285,0.0003500000000000005
0.0530771,0.02054489717667139,0.0192,0.0028799999999999997,0.00027999999999999987
0.0532477,0.020758906522261717,0.0194,0.00291,0.00021000000000000012
0.0543217,0.020972915867852045,0.0196,0.00294,0.00014000000000000037
0.0544503,0.02118692521344237,0.0198,0.00297,6.999999999999975e-05
0.054528,0.0214009345590327,0.02,0.003,0.0
